Nimi,Puolue,Luottamuselin teksti,Alku,Loppu,Luottamuselimen asema
Kaltiainen-Heinola Kaarina,KD,5. Vaalilautakunta,08.12.2011,05.02.2012,Jäsen
Kanala Sari,SDP,Kaupunginvaltuusto,03.11.2008,17.05.2010,3. varajäsen
Kanala Sari,SDP,Sivistyslautakunta,08.12.2008,17.05.2010,Varapuheenjohtaja
Kanala Sari,SDP,Laajennettu puheenjohtajisto,01.01.2009,17.05.2010,Jäsen
Kanerva Iisa,VIHR,17. Vaalilautakunta,24.03.2011,17.04.2011,Varapuheenjohtaja
Kangas Matti,VAS,K-S liiton kuntayhtymän edustajainkokous,12.01.2009,10.03.2009,Henkilökohtainen varajäsen
Kangas Matti,VAS,Kaupunginvaltuusto,03.11.2008,31.12.2012,Jäsen
Kangas Matti,VAS,Maakuntavaltuusto,11.03.2009,31.12.2012,Henkilökohtainen varajäsen
Kangaskoski Elisa,KOK,5. Vaalilautakunta,27.04.2009,07.06.2009,5. varajäsen
Kangaskoski Elisa,KOK,5. Vaalilautakunta,24.03.2011,17.04.2011,5. varajäsen
Kangaskoski Elisa,KOK,5. Vaalilautakunta,08.12.2011,05.02.2012,5. varajäsen
Kankainen Eija,KOK,37. Vaalilautakunta,24.03.2011,17.04.2011,Varapuheenjohtaja
Kankainen Eija,KOK,37. Vaalilautakunta,08.12.2011,05.02.2012,Varapuheenjohtaja
Kankainen Markku,SDP,"K-S:n pelastuslaitos, liikelaitoksen johtokunta",01.01.2009,31.12.2012,Henkilökohtainen varajäsen
Kankainen Sanni,EI,Vanhusneuvosto,01.01.2009,31.12.2012,Jäsen
Karasvirta Saara,KOK,7. Vaalilautakunta,27.04.2009,07.06.2009,Varapuheenjohtaja
Karetie Toni,KOK,Kylän Kattauksen johtokunta,19.01.2009,26.04.2010,Jäsen
Karhu Liisa,KOK,2. Vaalilautakunta,27.04.2009,07.06.2009,2. varajäsen
Karhu Liisa,KOK,2. Vaalilautakunta,24.03.2011,17.04.2011,2. varajäsen
Karhu Liisa,KOK,2. Vaalilautakunta,08.12.2011,05.02.2012,2. varajäsen
Karhunen Mikko,EI,11. Vaalilautakunta,27.04.2009,07.06.2009,3. varajäsen
Kari Ville,KESK,5. Vaalilautakunta,27.04.2009,07.06.2009,6. varajäsen
Karjalainen Pirjo,SKP,Keskusvaalilautakunta,20.04.2009,31.12.2012,Varajäsen
Karsikko Marika,KD,1. Vaalilautakunta,08.12.2011,05.02.2012,1. varajäsen
Karvala Tapani,EI,Jyväskylän Taiteilijatalosäätiön hallitus,01.01.2007,31.12.2009,Jäsen
Karvinen Vesa,EI,4. Vaalilautakunta,27.04.2009,07.06.2009,7. varajäsen
Karvinen Vesa,EI,4. Vaalilautakunta,24.03.2011,17.04.2011,7. varajäsen
Karvinen Vesa,EI,4. Vaalilautakunta,08.12.2011,05.02.2012,7. varajäsen
Kaskivaara Leena,SDP,19. Vaalilautakunta,27.04.2009,07.06.2009,7. varajäsen
Kaskivaara Leena,SDP,K-S opiskelija-asuntosäätiön valtuuskunta,01.01.2009,31.12.2010,Jäsen
Kaskivaara Leena,SDP,19. Vaalilautakunta,24.03.2011,17.04.2011,7. varajäsen
Kaskivaara Leena,SDP,19. Vaalilautakunta,08.12.2011,05.02.2012,7. varajäsen
Kaskivaara Leena,SDP,K-S opiskelija-asuntosäätiön valtuuskunta,01.01.2011,31.12.2012,Jäsen
Kauko Virpi,VIHR,3. Vaalitoimikunta,27.04.2009,07.06.2009,2. varajäsen
Kauko Virpi,VIHR,14. Vaalilautakunta,27.04.2009,07.06.2009,Puheenjohtaja
Kauko Virpi,VIHR,14. Vaalilautakunta,24.03.2011,17.04.2011,Puheenjohtaja
Kauko Virpi,VIHR,3. Vaalitoimikunta,24.03.2011,17.04.2011,2. varajäsen
Kauko Virpi,VIHR,14. Vaalilautakunta,08.12.2011,05.02.2012,Puheenjohtaja
Kauko Virpi,VIHR,Rakennus- ja ympäristölautakunta,08.12.2008,31.12.2012,Henkilökohtainen varajäsen
Kauppinen Antero,SDP,33. Vaalilautakunta,08.12.2011,05.02.2012,3. varajäsen
Kauppinen Eeva,EI,Vanhusneuvosto,01.01.2009,31.12.2012,Varajäsen
Kauppinen Hannu,VAS,11. Vaalilautakunta,24.03.2011,17.04.2011,Jäsen
Kauppinen Hannu,VAS,11. Vaalilautakunta,08.12.2011,05.02.2012,Jäsen
Kauppinen Janne,EI,4. Vaalilautakunta,27.04.2009,07.06.2009,2. varajäsen
Kauppinen Janne,EI,4. Vaalilautakunta,24.03.2011,17.04.2011,2. varajäsen
Kauppinen Marko,SDP,8. Vaalilautakunta,27.04.2009,07.06.2009,Varapuheenjohtaja
Kauppinen Marko,SDP,8. Vaalilautakunta,24.03.2011,17.04.2011,Varapuheenjohtaja
Kauppinen Marko,SDP,8. Vaalilautakunta,08.12.2011,05.02.2012,Varapuheenjohtaja
Kauppinen Marko,SDP,Käräjäoikeuden lautamiehet,01.04.2009,31.12.2012,Jäsen
Kauppinen Niko,SKP,26. Vaalilautakunta,24.03.2011,17.04.2011,1. varajäsen
Kaura-aho Pekka,VAS,36. Vaalilautakunta,27.04.2009,07.06.2009,Varapuheenjohtaja
Kaura-aho Petteri,SDP,Nuorisolautakunta,08.12.2008,31.12.2010,Jäsen
Kaura-aho Petteri,SDP,36. Vaalilautakunta,24.03.2011,17.04.2011,Varapuheenjohtaja
Kaura-aho Petteri,SDP,36. Vaalilautakunta,08.12.2011,05.02.2012,Varapuheenjohtaja
Kaura-aho Petteri,SDP,Korpilahden aluelautakunta,08.12.2008,31.12.2012,Jäsen
Kaura-aho Petteri,SDP,Nuorisojaosto,01.01.2011,31.12.2012,Jäsen
Kauranen Kai,PS,12. Vaalilautakunta,24.03.2011,17.04.2011,3. varajäsen
Kauranen Kai,PS,12. Vaalilautakunta,08.12.2011,05.02.2012,3. varajäsen
Kauranen Olavi,EI,Vanhusneuvosto,16.04.2012,31.12.2012,Varajäsen
Kautto Jaakko,VAS,6. Vaalitoimikunta,27.04.2009,07.06.2009,Jäsen
Kautto Jaakko,VAS,6. Vaalitoimikunta,24.03.2011,17.04.2011,1. varajäsen
Keikka Kirsti,SDP,16. Vaalilautakunta,27.04.2009,07.06.2009,4. varajäsen
Keinänen Sinikka,KD,13. Vaalilautakunta,24.03.2011,17.04.2011,Jäsen
Keinänen Sinikka,KD,13. Vaalilautakunta,08.12.2011,05.02.2012,Jäsen
Kejonen Teemu,EI,Joukkoliikennelautakunta,01.01.2012,31.12.2012,Edustaja
Kekäläinen Matti,KESK,Korpilahden-Muuramen terv.huollon kuntayht. yhtymähall.,01.01.2009,31.12.2010,Henkilökohtainen varajäsen
Kekäläinen Matti,KESK,Maaseutulautakunta,08.12.2008,31.12.2012,Jäsen
Kemiläinen Allan,SDP,14. Vaalilautakunta,27.04.2009,07.06.2009,5. varajäsen
Kemiläinen Allan,SDP,14. Vaalilautakunta,24.03.2011,17.04.2011,5. varajäsen
Kemiläinen Allan,SDP,14. Vaalilautakunta,08.12.2011,05.02.2012,5. varajäsen
Kemiläinen Allan,SDP,Kaupunkirakennelautakunta,08.12.2008,31.12.2012,Henkilökohtainen varajäsen
Kemiläinen Allan,SDP,Kaupunginhallitus,01.01.2011,31.12.2012,Henkilökohtainen varajäsen
Kemiläinen Allan,SDP,Kaupunginvaltuusto,07.06.2011,31.12.2012,20. varajäsen
Keskitalo Vesa,KESK,Liikuntalautakunta,22.09.2009,31.12.2010,Henkilökohtainen varajäsen
Keskitalo Vesa,KESK,Liikuntajaosto,01.01.2011,31.12.2012,Henkilökohtainen varajäsen
Keto Kukka,KESK,29. Vaalilautakunta,24.03.2011,17.04.2011,3. varajäsen
Keto Kukka,KESK,29. Vaalilautakunta,08.12.2011,05.02.2012,3. varajäsen
Kettunen Anja,KESK,Kaupunkirakennelautakunta,08.12.2008,31.12.2012,Henkilökohtainen varajäsen
Kettunen Anja,KESK,Ympäristöterveysjaosto,21.08.2009,31.12.2012,Jäsen
Kettunen Anja,KESK,Rakennus- ja ympäristölautakunta,24.08.2009,31.12.2012,Henkilökohtainen varajäsen
Kettunen Erja,VAS,Kunnan keskusvaalilautakunta,07.07.2008,31.01.2009,Jäsen
Kettunen Erja,VAS,Keskusvaalilautakunta,03.11.2008,31.12.2012,Jäsen
Kettunen Reijo,VAS,36. Vaalilautakunta,27.04.2009,07.06.2009,Jäsen
Kettunen Reijo,VAS,36. Vaalilautakunta,24.03.2011,17.04.2011,Jäsen
Kettunen Reijo,VAS,36. Vaalilautakunta,08.12.2011,05.02.2012,Jäsen
Kettunen Sami,KESK,K-S liiton kuntayhtymän edustajainkokous,12.01.2009,10.03.2009,Jäsen
Kettunen Sami,KESK,Maakuntavaltuusto,11.03.2009,17.05.2010,Jäsen
Kettunen Sami,KESK,Tarkastuslautakunta,01.01.2009,23.08.2010,Puheenjohtaja
Kettunen Sami,KESK,Tarkastuslautakunta IV -jaosto,02.02.2009,23.08.2010,Jäsen
Kettunen Sami,KESK,Laajennettu puheenjohtajisto,01.01.2009,31.12.2010,Jäsen
Kettunen Sami,KESK,Kaupunginvaltuusto,03.11.2008,31.12.2012,Jäsen
Kihlström Jaakko,EI,37. Vaalilautakunta,27.04.2009,07.06.2009,1. varajäsen
Kihlström Seija,VIHR,27. Vaalilautakunta,27.04.2009,07.06.2009,Jäsen
Kihlström Seija,VIHR,27. Vaalilautakunta,24.03.2011,17.04.2011,Jäsen
Kihlström Seija,VIHR,27. Vaalilautakunta,08.12.2011,05.02.2012,Jäsen
Kiiskinen Eija,KOK,20. Vaalilautakunta,08.12.2011,05.02.2012,Varapuheenjohtaja
Kilpala Minna,VIHR,Joukkoliikennetoimikunta,03.11.2009,31.12.2011,Jäsen
Kilpala Minna,VIHR,Kaupunginvaltuusto,03.11.2008,31.12.2012,4. varajäsen
Kilpala Minna,VIHR,Kaupunkirakennelautakunta,08.12.2008,31.12.2012,Jäsen
Kilpala Minna,VIHR,Joukkoliikennelautakunta,01.01.2012,31.12.2012,Henkilökohtainen varajäsen
Kinnunen Jarno,KESK,Nuorisolautakunta,08.12.2008,31.12.2010,Jäsen
Kinnunen Jarno,KESK,Kaupunginvaltuusto,03.11.2008,17.01.2011,10. varajäsen
Kinnunen Jarno,KESK,Nuorisojaosto,01.01.2011,31.12.2012,Jäsen
Kinnunen Jarno,KESK,Kaupunginvaltuusto,18.01.2011,31.12.2012,9. varajäsen
Kinnunen Mervi,KESK,Rakennus- ja ympäristölautakunta,08.12.2008,31.12.2012,Jäsen
Kinnunen Mervi,KESK,Sotepa/Vammaisneuvosto,01.01.2009,31.12.2012,Henkilökohtainen varajäsen
Kinnunen Raimo,SDP,K-S liiton kuntayhtymän edustajainkokous,12.01.2009,10.03.2009,Henkilökohtainen varajäsen
Kinnunen Raimo,SDP,21. Vaalilautakunta,27.04.2009,07.06.2009,Varapuheenjohtaja
Kinnunen Raimo,SDP,Kaupunginhallitus,03.11.2008,31.12.2010,Jäsen
Kinnunen Raimo,SDP,Laajennettu puheenjohtajisto,01.01.2009,31.12.2010,Jäsen
Kinnunen Raimo,SDP,Palokan terv.huollon kuntayht. yhtymähall.,01.01.2009,31.12.2010,Henkilökohtainen varajäsen
Kinnunen Raimo,SDP,Nuorisolautakunta,01.01.2009,31.12.2010,Edustaja
Kinnunen Raimo,SDP,Kylän Kattauksen johtokunta,01.01.2009,31.12.2010,Edustaja
Kinnunen Raimo,SDP,Taloustoimikunta,02.02.2009,31.12.2010,Jäsen
Kinnunen Raimo,SDP,Organisaatiotoimikunta,15.02.2010,31.01.2011,Jäsen
Kinnunen Raimo,SDP,21. Vaalilautakunta,24.03.2011,17.04.2011,Varapuheenjohtaja
Kinnunen Raimo,SDP,21. Vaalilautakunta,08.12.2011,05.02.2012,Varapuheenjohtaja
Kinnunen Raimo,SDP,Kaupunginvaltuusto,03.11.2008,31.12.2012,Jäsen
Kinnunen Raimo,SDP,Tilapalvelun johtokunta,01.01.2009,31.12.2012,Henkilökohtainen varajäsen
Kinnunen Raimo,SDP,Maakuntavaltuusto,11.03.2009,31.12.2012,Henkilökohtainen varajäsen
Kinnunen Raimo,SDP,Kaupunginhallitus,01.01.2011,31.12.2012,Henkilökohtainen varajäsen
Kinnunen Raimo,SDP,Kylän Kattauksen johtokunta,17.01.2011,31.12.2012,Edustaja
Kinnunen Raimo,SDP,Kaupunkirakennelautakunta,18.01.2011,31.12.2012,Jäsen
Kinnunen Raimo,SDP,Organisaatiotoimikunta,01.02.2011,31.12.2012,Henkilökohtainen varajäsen
Kinnunen Rauno,SDP,34. Vaalilautakunta,27.04.2009,07.06.2009,2. varajäsen
Kinnunen Rauno,SDP,34. Vaalilautakunta,24.03.2011,17.04.2011,2. varajäsen
Kinnunen Rauno,SDP,34. Vaalilautakunta,08.12.2011,05.02.2012,2. varajäsen
Kiviaho Maria,KD,22. Vaalilautakunta,27.04.2009,07.06.2009,2. varajäsen
Kiviaho Maria,KD,22. Vaalilautakunta,24.03.2011,17.04.2011,2. varajäsen
Kiviaho Maria,KD,22. Vaalilautakunta,08.12.2011,05.02.2012,2. varajäsen
Kivinen Tiina,KOK,34. Vaalilautakunta,08.12.2011,05.02.2012,4. varajäsen
Kivistö Anni,SKP,11. Vaalilautakunta,24.03.2011,17.04.2011,1. varajäsen
Kivistö Anni,SKP,11. Vaalilautakunta,08.12.2011,05.02.2012,1. varajäsen
Kivistö Hannele,SKP,5. Vaalilautakunta,27.04.2009,07.06.2009,2. varajäsen
Kivistö Hannele,SKP,5. Vaalilautakunta,24.03.2011,17.04.2011,2. varajäsen
Kivistö Hannele,SKP,5. Vaalilautakunta,08.12.2011,05.02.2012,2. varajäsen
Kivistö Olli,KOK,Käräjäoikeuden lautamiehet,01.04.2009,31.12.2012,Jäsen
Klinga Ilmari,SKP,33. Vaalilautakunta,24.03.2011,17.04.2011,6. varajäsen
Klinga Ilmari,SKP,33. Vaalilautakunta,08.12.2011,05.02.2012,6. varajäsen
Kluukeri Katri,VIHR,33. Vaalilautakunta,08.12.2011,05.02.2012,Jäsen
Knevel Karel,KD,25. Vaalilautakunta,27.04.2009,07.06.2009,1. varajäsen
Knuuttila Kirsi,KESK,Altek Aluetekniikan johtokunta,19.01.2009,14.09.2009,Jäsen
Knuuttila Kirsi,KESK,Kaupunginvaltuusto,03.11.2008,17.01.2011,8. varajäsen
Knuuttila Kirsi,KESK,Tulevaisuus- ja kaupunkisuunnittelulautakunta,08.12.2008,31.12.2012,Jäsen
Knuuttila Kirsi,KESK,Kaupunginvaltuusto,18.01.2011,31.12.2012,7. varajäsen
Koiramäki Hannu,KESK,11. Vaalilautakunta,27.04.2009,07.06.2009,Puheenjohtaja
Koivisto Kari,VAS,Jyväskylän Seudun Työterveyden jk,01.04.2011,31.12.2012,Jäsen
Koivunen Raimo,EI,Vanhusneuvosto,01.01.2009,31.12.2012,Jäsen
Koivuneva Anne-Mari,KOK,Kaupunginvaltuusto,08.06.2010,17.01.2011,9. varajäsen
Koivuneva Anne-Mari,KOK,Kaupunkirakennelautakunta,08.12.2008,11.04.2011,Henkilökohtainen varajäsen
Koivuneva Anne-Mari,KOK,Joukkoliikennetoimikunta,03.11.2009,19.04.2011,Jäsen
Koivuneva Anne-Mari,KOK,Kaupunginvaltuusto,18.01.2011,31.12.2012,8. varajäsen
Kokko Ismo,SDP,Käräjäoikeuden lautamiehet,01.04.2009,31.12.2012,Jäsen
Kokkonen Saara,EI,K-S opiskelija-asuntosäätiön valtuuskunta,01.01.2008,31.12.2009,Jäsen
Kolari Markku,VAS,13. Vaalilautakunta,08.12.2011,05.02.2012,6. varajäsen
Kolu Marja,VAS,Kulttuurilautakunta,08.12.2008,22.02.2010,Jäsen
Kolu Raija,KESK,5. Vaalitoimikunta,27.04.2009,07.06.2009,1. varajäsen
Kolu Raija,KESK,5. Vaalitoimikunta,24.03.2011,17.04.2011,1. varajäsen
Kolu Raija,KESK,5. Vaalitoimikunta,08.12.2011,05.02.2012,1. varajäsen
Kolu Raija,KESK,Vanhusneuvosto,01.01.2009,31.12.2012,Jäsen
Komppa Marja,VIHR,K-S liiton kuntayhtymän edustajainkokous,12.01.2009,10.03.2009,Henkilökohtainen varajäsen
Komppa Marja,VIHR,38. Vaalilautakunta,27.04.2009,07.06.2009,Jäsen
Komppa Marja,VIHR,Juhlatoimikunta (175-v),01.06.2010,13.12.2010,Jäsen
Komppa Marja,VIHR,Kaupunginvaltuusto,03.11.2008,31.12.2010,3. varapuheenjohtaja
Komppa Marja,VIHR,Laajennettu puheenjohtajisto,01.01.2009,31.12.2010,Jäsen
Komppa Marja,VIHR,Korpilahden-Muuramen terv.huollon kuntayht. yhtymähall.,01.01.2009,31.12.2010,Jäsen
Komppa Marja,VIHR,Taloustoimikunta,02.02.2009,31.12.2010,Jäsen
Komppa Marja,VIHR,Organisaatiotoimikunta,15.02.2010,31.01.2011,Jäsen
Komppa Marja,VIHR,38. Vaalilautakunta,24.03.2011,17.04.2011,Jäsen
Komppa Marja,VIHR,38. Vaalilautakunta,08.12.2011,05.02.2012,Jäsen
Komppa Marja,VIHR,Korpilahden aluelautakunta,08.12.2008,31.12.2012,Jäsen
Komppa Marja,VIHR,Tilapalvelun johtokunta,01.01.2009,31.12.2012,Jäsen
Komppa Marja,VIHR,Maakuntavaltuusto,11.03.2009,31.12.2012,Henkilökohtainen varajäsen
Komppa Marja,VIHR,Kaupunginhallitus,01.01.2011,31.12.2012,Henkilökohtainen varajäsen
Komppa Marja,VIHR,Kaupunginvaltuusto,01.01.2011,31.12.2012,Jäsen
Komppa Marja,VIHR,Organisaatiotoimikunta,01.02.2011,31.12.2012,Henkilökohtainen varajäsen
Kontio Marja-Liisa,KOK,Tulevaisuus- ja kaupunkisuunnittelulautakunta,08.12.2008,31.12.2012,Jäsen
Kontio Marja-Liisa,KOK,Kaupunginvaltuusto,07.06.2010,31.12.2012,14. varajäsen
Kontio Marja-Liisa,KOK,Jkl:n kihlakunnan poliisin neuvotteluk.,20.09.2011,31.12.2012,Jäsen
Kontio Marja-Liisa,KOK,Yksilöhuoltojaosto/Sos.ja.terv.ltk,20.01.2012,31.12.2012,Jäsen
Konttinen Jari,SDP,12. Vaalilautakunta,08.12.2011,05.02.2012,1. varajäsen
Kontto Irja,KESK,33. Vaalilautakunta,27.04.2009,07.06.2009,5. varajäsen
Kontto Irja,KESK,33. Vaalilautakunta,24.03.2011,17.04.2011,5. varajäsen
Kontto Irja,KESK,33. Vaalilautakunta,08.12.2011,05.02.2012,5. varajäsen
Koponen Minna,EI,3. Vaalilautakunta,27.04.2009,07.06.2009,Jäsen
Koponen Minna,EI,3. Vaalilautakunta,24.03.2011,17.04.2011,Jäsen
Koponen Minna,EI,3. Vaalilautakunta,08.12.2011,05.02.2012,Jäsen
Korhonen Juhani,EI,Vanhusneuvosto,01.01.2009,31.12.2012,Jäsen
Korhonen Jukka,SKP,4. Vaalilautakunta,27.04.2009,07.06.2009,Jäsen
Korhonen Jukka,SKP,4. Vaalilautakunta,24.03.2011,17.04.2011,Jäsen
Korhonen Timo,SDP,23. Vaalilautakunta,27.04.2009,07.06.2009,Jäsen
Korhonen Timo,SDP,23. Vaalilautakunta,24.03.2011,17.04.2011,Jäsen
Korhonen Timo,SDP,23. Vaalilautakunta,08.12.2011,05.02.2012,Jäsen
Korhonen Timo,SDP,Sivistyslautakunta,08.12.2008,31.12.2012,Henkilökohtainen varajäsen
Korhonen Ville,VIHR,7. Vaalilautakunta,08.12.2011,05.02.2012,Jäsen
Korpivaara Jyrki,VAS,16. Vaalilautakunta,27.04.2009,07.06.2009,7. varajäsen
Kortelainen Satu,SKP,2. Vaalitoimikunta,27.04.2009,07.06.2009,2. varajäsen
Kortelainen Satu,SKP,10. Vaalilautakunta,24.03.2011,17.04.2011,1. varajäsen
Kortemäki Juha,KESK,Ympäristöterveysjaosto,14.02.2012,31.12.2012,Jäsen
Koskela Eeva,KESK,13. Vaalilautakunta,24.03.2011,17.04.2011,4. varajäsen
Koskela Eeva,KESK,13. Vaalilautakunta,08.12.2011,05.02.2012,4. varajäsen
Koskenranta Jari,KESK,"K-S:n pelastuslaitos, liikelaitoksen johtokunta",01.01.2009,31.12.2012,Henkilökohtainen varajäsen
Koski Johanna,EI,1. Vaalilautakunta,27.04.2009,07.06.2009,1. varajäsen
Koski Jonna,EI,Viitaniemen alueen aluejk,24.09.2008,31.07.2009,
Koskinen Sari,KESK,17. Vaalilautakunta,27.04.2009,07.06.2009,4. varajäsen
Koskinen Sari,KESK,Jyväskylän Vuokra-asunnot Oy:n hallitus,01.01.2009,31.12.2009,Jäsen
Koskinen Sari,KESK,Jyväskylän Vuokra-asunnot Oy:n hallitus,01.01.2010,31.12.2010,Jäsen
Koskinen Sari,KESK,17. Vaalilautakunta,24.03.2011,17.04.2011,4. varajäsen
Koskinen Sari,KESK,Jyväskylän Vuokra-asunnot Oy:n hallitus,01.01.2011,31.12.2011,Jäsen
Koskinen Sari,KESK,17. Vaalilautakunta,08.12.2011,05.02.2012,4. varajäsen
Koskinen Taisto,SDP,24. Vaalilautakunta,27.04.2009,07.06.2009,2. varajäsen
Koskinen Taisto,SDP,24. Vaalilautakunta,24.03.2011,17.04.2011,2. varajäsen
Koskinen Taisto,SDP,24. Vaalilautakunta,08.12.2011,05.02.2012,2. varajäsen
Koskinen Valto,KESK,6. Vaalitoimikunta,27.04.2009,07.06.2009,Varapuheenjohtaja
Koskinen Valto,KESK,Korpilahden-Muuramen terv.huollon kuntayht. yhtymähall.,01.01.2009,31.12.2010,Jäsen
Koskinen Valto,KESK,38. Vaalilautakunta,24.03.2011,17.04.2011,3. varajäsen
Koskinen Valto,KESK,6. Vaalitoimikunta,24.03.2011,17.04.2011,Varapuheenjohtaja
Koskinen Valto,KESK,38. Vaalilautakunta,08.12.2011,05.02.2012,3. varajäsen
Koskinen Valto,KESK,6. Vaalitoimikunta,08.12.2011,05.02.2012,Varapuheenjohtaja
Koskinen Valto,KESK,Perusturvalautakunta,08.12.2008,31.12.2012,Jäsen
Koskinen Valto,KESK,Korpilahden aluelautakunta,08.12.2008,31.12.2012,Henkilökohtainen varajäsen
Koskinen Valto,KESK,Laajennettu puheenjohtajisto,01.01.2009,31.12.2012,Jäsen
Koskinen Valto,KESK,Työllisyysjaosto,22.01.2009,31.12.2012,Henkilökohtainen varajäsen
Koskinen Valto,KESK,Yksilöhuoltojaosto/Sos.ja.terv.ltk,22.01.2009,31.12.2012,Varapuheenjohtaja
Koskinen Valto,KESK,Terveydenhuollon jaosto,18.11.2010,31.12.2012,Henkilökohtainen varajäsen
Koskinen Veera,VIHR,12. Vaalilautakunta,24.03.2011,17.04.2011,5. varajäsen
Koskinen Veera,VIHR,12. Vaalilautakunta,08.12.2011,05.02.2012,5. varajäsen
Koskinen Veijo,SDP,Kaupunginhallitus,03.11.2008,31.12.2010,Puheenjohtaja
Koskinen Veijo,SDP,Taloustoimikunta,02.02.2009,31.12.2010,Puheenjohtaja
Koskinen Veijo,SDP,Tilapalvelun johtokunta,01.01.2009,31.01.2011,Puheenjohtaja
Koskinen Veijo,SDP,Kaupunginvaltuusto,03.11.2008,31.12.2012,Jäsen
Koskinen Veijo,SDP,Laajennettu puheenjohtajisto,01.01.2009,31.12.2012,Jäsen
Koskinen Veijo,SDP,Organisaatiotoimikunta,15.02.2010,31.12.2012,Jäsen
Koskinen Veijo,SDP,Juhlatoimikunta (175-v),01.06.2010,31.12.2012,Jäsen
Koskinen Veijo,SDP,Kaupunginhallitus,01.01.2011,31.12.2012,Jäsen
Koskinen Veijo,SDP,Tilapalvelun johtokunta,01.02.2011,31.12.2012,Jäsen
Koskinen Veijo,SDP,Maakuntavaltuusto,07.06.2011,31.12.2012,Henkilökohtainen varajäsen
Koskinen Vesa,KESK,K-S liiton kuntayhtymän edustajainkokous,12.01.2009,10.03.2009,Henkilökohtainen varajäsen
Koskinen Vesa,KESK,36. Vaalilautakunta,08.12.2011,05.02.2012,3. varajäsen
Koskinen Vesa,KESK,Kaupunginvaltuusto,03.11.2008,31.12.2012,Jäsen
Koskinen Vesa,KESK,Altek Aluetekniikan johtokunta,19.01.2009,31.12.2012,Jäsen
Koskinen Vesa,KESK,Maakuntavaltuusto,11.03.2009,31.12.2012,Henkilökohtainen varajäsen
Kosonen Jouni,KESK,Kaupunginvaltuusto,03.11.2008,17.01.2011,9. varajäsen
Kosonen Jouni,KESK,Kaupunginvaltuusto,18.01.2011,31.12.2012,8. varajäsen
Kosonen Matleena,EI,26. Vaalilautakunta,27.04.2009,07.06.2009,6. varajäsen
Kosonen Matleena,VIHR,33. Vaalilautakunta,24.03.2011,17.04.2011,Jäsen
Kosonen Rauno,KD,30. Vaalilautakunta,24.03.2011,17.04.2011,1. varajäsen
Kosonen Rauno,KD,30. Vaalilautakunta,08.12.2011,05.02.2012,1. varajäsen
Kotiaho Janne,KESK,Korpilahden aluelautakunta,08.12.2008,31.12.2012,Varapuheenjohtaja
Kotiaho Janne,KESK,Sivistyslautakunta,08.12.2008,31.12.2012,Jäsen
Kotiaho Janne,KESK,Laajennettu puheenjohtajisto,01.01.2009,31.12.2012,Jäsen
Kotonen Tommi,KOK,4. Vaalilautakunta,27.04.2009,07.06.2009,6. varajäsen
Kotonen Tommi,KOK,4. Vaalilautakunta,24.03.2011,17.04.2011,6. varajäsen
Kotonen Tommi,KOK,4. Vaalilautakunta,08.12.2011,05.02.2012,6. varajäsen
Kovanen Pekka,SKP,20. Vaalilautakunta,27.04.2009,07.06.2009,1. varajäsen
Kovanen Pekka,SKP,20. Vaalilautakunta,24.03.2011,17.04.2011,1. varajäsen
Kovanen Pekka,SKP,20. Vaalilautakunta,08.12.2011,05.02.2012,1. varajäsen
Krogerus Risto,KOK,20. Vaalilautakunta,27.04.2009,07.06.2009,Varapuheenjohtaja
Krogerus Risto,KOK,Kulttuurilautakunta,08.12.2008,31.12.2010,Henkilökohtainen varajäsen
Krogerus Risto,KOK,Rakennus- ja ympäristölautakunta,13.01.2009,31.12.2010,Jäsen
Krogerus Risto,KOK,Kaupunginvaltuusto,08.06.2010,17.01.2011,11. varajäsen
Krogerus Risto,KOK,Yksilöhuoltojaosto/Sos.ja.terv.ltk,22.01.2009,31.12.2012,Jäsen
Krogerus Risto,KOK,Kulttuurijaosto,01.01.2011,31.12.2012,Henkilökohtainen varajäsen
Krogerus Risto,KOK,Rakennus- ja ympäristölautakunta,01.01.2011,31.12.2012,Jäsen
Krogerus Risto,KOK,Kaupunginvaltuusto,18.01.2011,31.12.2012,7. varajäsen
Kruus Aila,SDP,8. Vaalilautakunta,27.04.2009,07.06.2009,4. varajäsen
Kruus Aila,SDP,Tarkastuslautakunta IV -jaosto,02.02.2009,31.12.2010,Puheenjohtaja
Kruus Aila,SDP,8. Vaalilautakunta,24.03.2011,17.04.2011,4. varajäsen
Kruus Aila,SDP,8. Vaalilautakunta,08.12.2011,05.02.2012,4. varajäsen
Kruus Aila,SDP,Tarkastuslautakunta,01.01.2009,31.12.2012,Jäsen
Kruus Aila,SDP,Tarkastuslautakunta/I-jaosto,01.01.2011,31.12.2012,Puheenjohtaja
Kuhmonen Johannes,VAS,K-S opiskelija-asuntosäätiön valtuuskunta,01.01.2010,31.12.2011,Henkilökohtainen varajäsen
Kuhmonen Johannes,VAS,Tulevaisuus- ja kaupunkisuunnittelulautakunta,08.12.2008,31.12.2012,Henkilökohtainen varajäsen
Kuitunen Marjaana,SDP,Jyväskylän Seudun Työterveyden jk,01.04.2011,31.12.2012,Varapuheenjohtaja
Kuivisto Vilppu,EI,Vanhusneuvosto,01.01.2009,31.12.2012,Jäsen
Kulju Aulis,EI,14. Vaalilautakunta,27.04.2009,07.06.2009,6. varajäsen
